permno,indno,mbrstartdt,mbrenddt,mbrflg,indfam
58990,1000500,1978-05-04,2007-12-13,NORM,1100500
59010,1000500,1986-08-21,2022-02-02,NORM,1100500
59176,1000500,1976-07-01,2025-10-31,NORM,1100500
59184,1000500,1976-07-01,2008-11-18,NORM,1100500
59192,1000500,1976-07-01,2016-01-15,NORM,1100500
59205,1000500,1977-11-17,1989-03-01,NORM,1100500
59221,1000500,1976-07-01,1982-04-07,NORM,1100500
59248,1000500,1976-07-01,2025-10-31,NORM,1100500
59300,1000500,2016-03-07,2025-10-31,NORM,1100500
59328,1000500,1976-12-09,2025-10-31,NORM,1100500
59345,1000500,1999-12-02,2001-03-30,NORM,1100500
59379,1000500,1976-07-01,2007-06-29,NORM,1100500
59408,1000500,1976-07-01,2025-10-31,NORM,1100500
59416,1000500,1976-07-01,1985-05-15,NORM,1100500
59432,1000500,1976-07-01,1998-01-27,NORM,1100500
59440,1000500,1976-07-01,2008-09-22,NORM,1100500
59459,1000500,1976-07-01,2025-10-31,NORM,1100500
59467,1000500,1976-10-21,1993-06-30,NORM,1100500
59483,1000500,1976-07-01,1996-10-31,NORM,1100500
59707,1000500,1981-06-25,1991-04-01,NORM,1100500
59811,1000500,1981-04-02,1984-05-02,NORM,1100500
59926,1000500,1986-06-12,1998-09-25,NORM,1100500
60046,1000500,1986-10-23,1997-09-12,NORM,1100500
60097,1000500,1986-10-23,2025-10-31,NORM,1100500
60206,1000500,1982-09-16,2025-10-31,NORM,1100500
60337,1000500,1984-12-27,1989-08-23,NORM,1100500
60441,1000500,1997-08-07,2000-05-31,NORM,1100500
60442,1000500,1988-04-14,2025-10-31,NORM,1100500
60506,1000500,1980-10-02,2025-10-31,NORM,1100500
60572,1000500,1980-12-18,1984-11-21,NORM,1100500
60599,1000500,1999-03-25,2023-03-17,NORM,1100500
60628,1000500,1980-11-06,2025-10-31,NORM,1100500
60839,1000500,1988-04-14,1992-04-22,NORM,1100500
60871,1000500,1999-10-12,2025-10-31,NORM,1100500
60900,1000500,1984-03-01,1988-02-10,NORM,1100500
60943,1000500,1999-10-18,2021-12-17,NORM,1100500
60986,1000500,1989-04-27,2023-09-15,NORM,1100500
61065,1000500,1983-09-08,2005-07-21,NORM,1100500
61241,1000500,1984-06-21,2013-09-20,NORM,1100500
61241,1000500,2017-03-20,2025-10-31,NORM,1100500
61284,1000500,1984-10-04,1998-01-09,NORM,1100500
61399,1000500,1984-03-01,2025-10-31,NORM,1100500
61516,1000500,2020-06-22,2024-09-20,NORM,1100500
61583,1000500,1986-05-08,2000-11-22,NORM,1100500
61621,1000500,1998-10-01,2025-10-31,NORM,1100500
61663,1000500,1999-09-20,2001-09-20,NORM,1100500
61735,1000500,1996-04-23,2025-10-31,NORM,1100500
61743,1000500,1986-04-24,2004-12-17,NORM,1100500
61794,1000500,1980-06-17,1986-04-02,NORM,1100500
61815,1000500,2007-10-08,2020-10-09,NORM,1100500
61890,1000500,1980-04-10,1986-10-22,NORM,1100500
61970,1000500,1980-09-29,1988-12-07,NORM,1100500
62092,1000500,1997-01-02,2025-10-31,NORM,1100500
62148,1000500,1980-11-06,2025-10-31,NORM,1100500
62164,1000500,1985-05-09,1996-03-27,NORM,1100500
62252,1000500,1988-04-14,1998-12-21,NORM,1100500
62308,1000500,1989-04-27,2025-10-31,NORM,1100500
62324,1000500,1987-08-20,1999-05-27,NORM,1100500
62498,1000500,2020-05-22,2025-10-31,NORM,1100500
62519,1000500,2007-01-04,2009-12-22,NORM,1100500
62770,1000500,1999-03-10,2006-11-03,NORM,1100500
62834,1000500,1983-07-07,2006-06-05,NORM,1100500
63060,1000500,1982-03-04,2008-09-29,NORM,1100500
63096,1000500,1993-10-14,1999-10-01,NORM,1100500
63108,1000500,1983-12-29,1989-07-19,NORM,1100500
63255,1000500,1981-07-06,1985-09-11,NORM,1100500
63467,1000500,2021-09-20,2025-10-31,NORM,1100500
63765,1000500,2008-06-06,2017-04-03,NORM,1100500
63802,1000500,1986-01-09,1989-05-31,NORM,1100500
63830,1000500,2007-06-01,2016-01-29,NORM,1100500
63845,1000500,1988-10-06,1997-01-14,NORM,1100500
64020,1000500,1985-05-16,1996-12-31,NORM,1100500
64064,1000500,1985-09-12,1993-10-21,NORM,1100500
64186,1000500,1982-04-08,2025-10-31,NORM,1100500
64207,1000500,1984-05-03,1989-09-13,NORM,1100500
64282,1000500,1983-09-15,2024-09-30,NORM,1100500
64311,1000500,1982-06-03,2025-10-31,NORM,1100500
64346,1000500,1988-06-16,1999-08-12,NORM,1100500
64390,1000500,1997-08-04,2025-10-31,NORM,1100500
64451,1000500,2004-12-20,2007-10-05,NORM,1100500
64477,1000500,1985-11-21,1995-03-31,NORM,1100500
64531,1000500,1998-08-31,1999-06-30,NORM,1100500
64565,1000500,1997-06-18,2008-06-30,NORM,1100500
64629,1000500,1983-01-03,2003-08-19,NORM,1100500
64653,1000500,2005-08-19,2025-10-31,NORM,1100500
64856,1000500,1990-12-12,2001-06-22,NORM,1100500
64936,1000500,1983-05-20,2025-10-31,NORM,1100500
64995,1000500,1994-03-02,2025-10-31,NORM,1100500
65066,1000500,1987-10-08,1998-03-31,NORM,1100500
65138,1000500,1988-04-28,2004-06-30,NORM,1100500
65330,1000500,2006-04-24,2016-12-01,NORM,1100500
65402,1000500,2017-07-26,2025-10-31,NORM,1100500
65541,1000500,2016-09-23,2025-10-31,NORM,1100500
65568,1000500,1990-03-05,1998-01-16,NORM,1100500
65787,1000500,1986-01-30,2007-12-20,NORM,1100500
65816,1000500,1980-08-28,1992-08-19,NORM,1100500
65859,1000500,1983-12-01,1999-10-08,NORM,1100500
65875,1000500,1983-12-01,2025-10-31,NORM,1100500
65883,1000500,1983-12-01,2007-01-03,NORM,1100500
65947,1000500,2009-01-30,2025-10-31,NORM,1100500
66018,1000500,1983-12-01,1997-08-14,NORM,1100500
66026,1000500,1983-12-01,1997-03-31,NORM,1100500
66069,1000500,1983-12-29,1995-09-21,NORM,1100500
66093,1000500,1983-12-01,2025-10-31,NORM,1100500
66114,1000500,1986-12-18,2007-12-28,NORM,1100500
66122,1000500,1983-12-01,2000-07-05,NORM,1100500
66157,1000500,1995-10-23,2025-10-31,NORM,1100500
66181,1000500,1988-03-03,2025-10-31,NORM,1100500
66325,1000500,1998-07-01,2014-04-30,NORM,1100500
66384,1000500,2009-07-01,2025-10-31,NORM,1100500
66800,1000500,1980-02-14,2025-10-31,NORM,1100500
67467,1000500,1998-01-20,2013-02-13,NORM,1100500
67571,1000500,1996-03-13,1998-06-30,NORM,1100500
67598,1000500,2008-03-31,2025-10-31,NORM,1100500
68049,1000500,1989-09-14,1996-12-31,NORM,1100500
68144,1000500,1988-05-05,2019-12-06,NORM,1100500
68304,1000500,1998-07-01,2008-05-30,NORM,1100500
68347,1000500,1988-02-25,2002-05-03,NORM,1100500
68523,1000500,1962-02-14,1966-10-12,NORM,1100500
68591,1000500,1989-12-01,2017-01-04,NORM,1100500
68857,1000500,2010-12-20,2016-06-23,NORM,1100500
69024,1000500,1986-04-03,1989-01-11,NORM,1100500
69032,1000500,1995-09-22,2025-10-31,NORM,1100500
69550,1000500,2004-04-23,2020-11-16,NORM,1100500
69607,1000500,1996-08-16,2000-11-21,NORM,1100500
69649,1000500,2017-03-20,2025-10-31,NORM,1100500
69796,1000500,2005-07-05,2025-10-31,NORM,1100500
70033,1000500,2000-01-31,2020-06-19,NORM,1100500
70092,1000500,1989-03-08,2009-12-18,NORM,1100500
70229,1000500,1984-10-25,2000-06-07,NORM,1100500
70308,1000500,2009-09-09,2016-05-20,NORM,1100500
70332,1000500,1997-07-28,2019-08-08,NORM,1100500
70376,1000500,1985-01-31,1996-12-31,NORM,1100500
70500,1000500,1998-10-08,2016-05-27,NORM,1100500
70519,1000500,1988-05-26,2025-10-31,NORM,1100500
70536,1000500,1994-09-21,2015-11-18,NORM,1100500
70578,1000500,1989-01-12,2025-10-31,NORM,1100500
71001,1000500,1989-04-06,1996-05-30,NORM,1100500
71175,1000500,1994-03-11,2021-09-17,NORM,1100500
71298,1000500,1993-11-15,2002-07-19,NORM,1100500
71563,1000500,1997-12-04,2025-10-31,NORM,1100500
71686,1000500,1999-03-01,2004-10-29,NORM,1100500
71765,1000500,1987-07-09,1997-05-23,NORM,1100500
71889,1000500,1988-12-08,1990-08-31,NORM,1100500
71984,1000500,1995-05-30,1999-09-30,NORM,1100500
72726,1000500,1997-08-15,2025-10-31,NORM,1100500
73139,1000500,2000-12-12,2025-10-31,NORM,1100500
73940,1000500,2000-12-11,2007-01-09,NORM,1100500
74617,1000500,1984-03-01,1997-08-29,NORM,1100500
75030,1000500,1985-08-01,1999-03-09,NORM,1100500
75034,1000500,1987-04-09,2025-10-31,NORM,1100500
75100,1000500,2000-06-21,2021-01-06,NORM,1100500
75107,1000500,2018-05-31,2022-12-21,NORM,1100500
75154,1000500,1998-12-22,2025-10-31,NORM,1100500
75175,1000500,1996-12-03,2009-12-18,NORM,1100500
75181,1000500,1987-08-20,2002-07-19,NORM,1100500
75186,1000500,1997-06-02,2025-10-31,NORM,1100500
75224,1000500,2006-02-01,2017-03-15,NORM,1100500
75241,1000500,2008-09-24,2024-05-07,NORM,1100500
75257,1000500,1995-07-03,2011-12-20,NORM,1100500
75333,1000500,1993-11-23,2006-03-31,NORM,1100500
75341,1000500,2017-07-26,2022-09-30,NORM,1100500
75423,1000500,1988-10-27,1999-02-26,NORM,1100500
75489,1000500,1998-10-07,2017-09-15,NORM,1100500
75510,1000500,1997-05-06,2025-10-31,NORM,1100500
75573,1000500,1999-06-24,2010-12-17,NORM,1100500
75577,1000500,2000-04-18,2015-12-28,NORM,1100500
75591,1000500,2019-08-09,2025-10-31,NORM,1100500
75592,1000500,2002-01-17,2016-02-19,NORM,1100500
75607,1000500,2003-03-31,2025-10-31,NORM,1100500
75625,1000500,1995-05-22,2001-08-03,NORM,1100500
75646,1000500,1992-02-10,2015-03-20,NORM,1100500
75647,1000500,1989-06-29,1999-06-21,NORM,1100500
75694,1000500,2021-08-30,2025-10-31,NORM,1100500
75789,1000500,1992-01-02,2008-09-10,NORM,1100500
75819,1000500,2009-03-04,2025-10-31,NORM,1100500
75825,1000500,2000-11-02,2025-10-31,NORM,1100500
75828,1000500,2002-07-22,2025-10-31,NORM,1100500
75857,1000500,1998-12-31,2007-10-01,NORM,1100500
75912,1000500,1997-04-01,2006-12-29,NORM,1100500
75912,1000500,2021-04-20,2025-10-31,NORM,1100500
76070,1000500,1992-07-06,1997-07-16,NORM,1100500
76076,1000500,1993-12-31,2025-10-31,NORM,1100500
76082,1000500,2008-06-23,2025-10-31,NORM,1100500
76090,1000500,1990-02-08,2008-01-28,NORM,1100500
76095,1000500,2016-03-30,2025-10-31,NORM,1100500
76122,1000500,1990-12-05,1997-07-25,NORM,1100500
76129,1000500,1996-01-02,2000-07-27,NORM,1100500
76149,1000500,1998-11-13,2015-01-26,NORM,1100500
76171,1000500,1993-09-01,2006-11-17,NORM,1100500
76185,1000500,2020-06-22,2025-10-31,NORM,1100500
76201,1000500,1999-11-08,2022-02-14,NORM,1100500
76226,1000500,1994-09-30,2025-08-06,NORM,1100500
76230,1000500,2021-01-21,2025-10-31,NORM,1100500
76240,1000500,2002-05-15,2010-04-29,NORM,1100500
76282,1000500,2003-02-24,2017-08-07,NORM,1100500
76285,1000500,1990-09-04,1991-12-31,NORM,1100500
76512,1000500,1995-04-03,1999-12-07,NORM,1100500
76557,1000500,1992-04-23,2005-12-30,NORM,1100500
76563,1000500,1998-07-10,1999-05-27,NORM,1100500
76565,1000500,2001-11-07,2007-03-01,NORM,1100500
76597,1000500,1998-09-15,2000-12-11,NORM,1100500
76605,1000500,1997-01-02,2025-10-31,NORM,1100500
76608,1000500,1991-04-02,1995-02-08,NORM,1100500
76614,1000500,2013-05-01,2025-10-31,NORM,1100500
76619,1000500,2005-08-30,2013-05-08,NORM,1100500
76624,1000500,2001-08-03,2007-06-29,NORM,1100500
76625,1000500,2008-11-17,2011-10-14,NORM,1100500
76638,1000500,2001-12-17,2009-03-03,NORM,1100500
76639,1000500,2008-01-02,2019-09-20,NORM,1100500
76644,1000500,1991-05-07,2014-07-01,NORM,1100500
76656,1000500,2000-06-16,2007-05-31,NORM,1100500
76708,1000500,2009-06-09,2012-09-28,NORM,1100500
76709,1000500,2017-01-05,2025-10-31,NORM,1100500
76712,1000500,1998-10-02,2025-10-31,NORM,1100500
76744,1000500,2013-09-23,2025-10-31,NORM,1100500
76754,1000500,1996-02-12,1998-08-28,NORM,1100500
76757,1000500,2000-12-11,2008-06-10,NORM,1100500
76795,1000500,2019-12-23,2025-10-31,NORM,1100500
76804,1000500,1996-07-19,2008-10-30,NORM,1100500
76841,1000500,2003-11-13,2025-10-31,NORM,1100500
76887,1000500,1999-08-02,2008-12-04,NORM,1100500
77037,1000500,2019-12-09,2025-10-31,NORM,1100500
77063,1000500,1998-09-28,2007-11-08,NORM,1100500
77129,1000500,2006-04-03,2025-10-31,NORM,1100500
77150,1000500,2004-08-03,2006-11-09,NORM,1100500
77157,1000500,1997-08-01,2000-12-08,NORM,1100500
77157,1000500,2009-01-02,2016-12-01,NORM,1100500
77173,1000500,2000-12-12,2002-08-20,NORM,1100500
77178,1000500,1999-07-22,2025-10-31,NORM,1100500
77182,1000500,2011-12-19,2021-09-17,NORM,1100500
77274,1000500,2004-07-01,2025-10-31,NORM,1100500
77281,1000500,2006-01-03,2017-08-28,NORM,1100500
77284,1000500,1998-04-01,2005-08-12,NORM,1100500
77338,1000500,2009-12-23,2025-10-31,NORM,1100500
77357,1000500,2017-03-16,2025-10-31,NORM,1100500
77418,1000500,1999-01-04,2018-06-19,NORM,1100500
77462,1000500,1995-12-01,2020-04-03,NORM,1100500
77481,1000500,1999-10-26,2012-05-24,NORM,1100500
77496,1000500,2013-12-23,2025-10-31,NORM,1100500
77546,1000500,1994-09-27,2007-09-24,NORM,1100500
77605,1000500,1995-02-24,2025-10-31,NORM,1100500
77606,1000500,1998-08-14,2020-09-18,NORM,1100500
77644,1000500,1996-04-01,2000-01-05,NORM,1100500
77649,1000500,2019-12-23,2025-10-31,NORM,1100500
77659,1000500,1999-10-01,2017-07-25,NORM,1100500
77661,1000500,2005-07-05,2025-10-31,NORM,1100500
77668,1000500,2003-09-26,2018-12-21,NORM,1100500
77702,1000500,2000-06-08,2025-10-31,NORM,1100500
77730,1000500,2005-08-11,2025-10-31,NORM,1100500
77768,1000500,1992-07-06,2018-10-30,NORM,1100500
77976,1000500,2008-12-23,2011-02-28,NORM,1100500
78034,1000500,2005-10-11,2018-03-16,NORM,1100500
78083,1000500,1998-10-02,2004-12-28,NORM,1100500
78139,1000500,1999-01-04,2011-12-30,NORM,1100500
78263,1000500,1998-10-01,2004-06-30,NORM,1100500
78788,1000500,1996-08-16,1997-12-17,NORM,1100500
78840,1000500,2006-12-01,2008-08-20,NORM,1100500
78877,1000500,2006-03-03,2018-03-16,NORM,1100500
78916,1000500,1999-04-12,2020-05-11,NORM,1100500
78927,1000500,2007-03-23,2009-03-27,NORM,1100500
78946,1000500,1993-07-13,1997-05-30,NORM,1100500
78968,1000500,1990-10-08,1997-08-01,NORM,1100500
78975,1000500,2000-12-11,2025-10-31,NORM,1100500
78987,1000500,2007-09-07,2025-10-31,NORM,1100500
79041,1000500,1993-03-08,1993-08-31,NORM,1100500
79057,1000500,2002-01-30,2008-07-17,NORM,1100500
79057,1000500,2010-07-15,2025-10-31,NORM,1100500
79089,1000500,2012-04-04,2016-01-04,NORM,1100500
79094,1000500,2001-01-30,2014-11-04,NORM,1100500
79094,1000500,2023-12-18,2025-10-31,NORM,1100500
79103,1000500,2009-03-27,2025-10-31,NORM,1100500
79108,1000500,2000-06-21,2007-06-29,NORM,1100500
79119,1000500,1994-04-18,1996-07-18,NORM,1100500
79129,1000500,2007-07-02,2008-11-12,NORM,1100500
79129,1000500,2013-12-10,2018-08-27,NORM,1100500
79145,1000500,2014-12-05,2025-10-31,NORM,1100500
79212,1000500,2004-12-29,2010-06-25,NORM,1100500
79237,1000500,1999-12-31,2008-12-18,NORM,1100500
79237,1000500,2013-10-29,2017-07-25,NORM,1100500
79250,1000500,1992-07-06,1998-10-01,NORM,1100500
79265,1000500,2009-01-02,2021-05-13,NORM,1100500
79323,1000500,1995-07-13,2025-10-31,NORM,1100500
79411,1000500,2012-10-05,2015-03-11,NORM,1100500
79452,1000500,2022-04-04,2025-10-31,NORM,1100500
79545,1000500,2011-12-19,2025-03-21,NORM,1100500
79547,1000500,2001-12-03,2025-10-31,NORM,1100500
79588,1000500,2014-03-24,2016-03-04,NORM,1100500
79637,1000500,2014-09-22,2025-10-31,NORM,1100500
79678,1000500,2015-08-31,2023-10-17,NORM,1100500
79686,1000500,2024-03-18,2025-10-31,NORM,1100500
79698,1000500,2017-04-05,2025-10-31,NORM,1100500
79718,1000500,2000-06-29,2006-01-03,NORM,1100500
79764,1000500,1993-10-12,1998-05-20,NORM,1100500
79782,1000500,2017-03-02,2025-10-31,NORM,1100500
79785,1000500,2019-09-26,2025-10-31,NORM,1100500
79879,1000500,2000-07-27,2013-12-20,NORM,1100500
79881,1000500,2010-02-08,2017-03-17,NORM,1100500
79906,1000500,2017-02-28,2025-10-31,NORM,1100500
79915,1000500,2010-12-20,2019-02-14,NORM,1100500
79973,1000500,1998-04-27,2006-07-31,NORM,1100500
80055,1000500,2000-04-03,2005-07-01,NORM,1100500
80080,1000500,1994-01-04,2025-10-31,NORM,1100500
80094,1000500,1994-04-06,1999-06-29,NORM,1100500
80100,1000500,2002-06-26,2025-10-31,NORM,1100500
80183,1000500,2016-12-02,2025-10-31,NORM,1100500
80191,1000500,2016-07-01,2025-10-31,NORM,1100500
80204,1000500,2014-07-02,2025-10-31,NORM,1100500
80266,1000500,2000-12-12,2011-01-14,NORM,1100500
80286,1000500,2014-01-24,2025-10-31,NORM,1100500
80303,1000500,2008-07-01,2011-12-16,NORM,1100500
80320,1000500,2018-07-02,2025-10-31,NORM,1100500
80381,1000500,2007-01-10,2025-10-31,NORM,1100500
80399,1000500,2013-05-09,2019-12-20,NORM,1100500
80406,1000500,2003-07-17,2011-06-02,NORM,1100500
80410,1000500,1994-03-18,1998-08-10,NORM,1100500
80411,1000500,1976-07-01,1979-02-28,NORM,1100500
80470,1000500,1999-11-16,2003-09-25,NORM,1100500
80506,1000500,1998-06-12,1999-06-24,NORM,1100500
80515,1000500,2002-02-01,2003-02-21,NORM,1100500
80539,1000500,2018-03-19,2019-10-02,NORM,1100500
80563,1000500,2021-03-22,2022-09-16,NORM,1100500
80599,1000500,1998-01-12,2008-09-16,NORM,1100500
80678,1000500,1996-01-22,1999-11-12,NORM,1100500
80681,1000500,2014-04-02,2025-10-31,NORM,1100500
80694,1000500,1994-10-03,1997-05-05,NORM,1100500
80711,1000500,2003-03-14,2020-12-18,NORM,1100500
80913,1000500,2004-04-02,2010-02-05,NORM,1100500
81045,1000500,2015-04-07,2025-10-31,NORM,1100500
81055,1000500,1998-07-01,2025-10-31,NORM,1100500
81061,1000500,1999-01-13,2025-10-31,NORM,1100500
81126,1000500,1996-12-19,2006-04-21,NORM,1100500
81138,1000500,2002-05-15,2013-06-28,NORM,1100500
81193,1000500,1995-02-01,2000-06-12,NORM,1100500
81262,1000500,2004-03-25,2007-03-22,NORM,1100500
81285,1000500,2002-05-13,2008-06-05,NORM,1100500
81481,1000500,2011-12-19,2025-10-31,NORM,1100500
81540,1000500,2001-08-30,2025-10-31,NORM,1100500
81593,1000500,1997-07-02,2008-09-29,NORM,1100500
81655,1000500,1995-05-30,2025-10-31,NORM,1100500
81677,1000500,2019-02-27,2025-10-31,NORM,1100500
81696,1000500,2017-03-13,2023-06-16,NORM,1100500
81736,1000500,2017-07-26,2025-10-31,NORM,1100500
81774,1000500,1995-07-31,2025-10-31,NORM,1100500
81776,1000500,2007-05-31,2011-12-16,NORM,1100500
81857,1000500,2008-01-29,2016-04-01,NORM,1100500
82196,1000500,2009-04-02,2015-03-20,NORM,1100500
82276,1000500,2022-11-01,2025-10-31,NORM,1100500
82298,1000500,2009-02-26,2016-09-30,NORM,1100500
82303,1000500,2017-06-19,2025-10-31,NORM,1100500
82307,1000500,2008-07-31,2025-10-31,NORM,1100500
82308,1000500,1996-10-16,2000-07-14,NORM,1100500
82309,1000500,1995-11-01,1998-06-12,NORM,1100500
82486,1000500,2024-09-23,2025-10-31,NORM,1100500
82515,1000500,2020-10-07,2025-10-31,NORM,1100500
82581,1000500,2015-03-18,2025-10-31,NORM,1100500
82598,1000500,1999-06-25,2025-10-31,NORM,1100500
82618,1000500,2006-04-20,2016-05-12,NORM,1100500
82642,1000500,2006-01-05,2025-10-31,NORM,1100500
82643,1000500,1999-08-13,2012-09-28,NORM,1100500
82647,1000500,1995-11-03,2000-03-31,NORM,1100500
82651,1000500,2002-01-02,2025-10-31,NORM,1100500
82686,1000500,1999-12-01,2022-09-30,NORM,1100500
82694,1000500,2025-09-22,2025-10-31,NORM,1100500
82705,1000500,1989-04-06,1992-10-29,NORM,1100500
82775,1000500,1995-12-20,2025-10-31,NORM,1100500
82776,1000500,1995-12-20,1998-02-20,NORM,1100500
82959,1000500,1995-08-18,2002-02-08,NORM,1100500
83011,1000500,2025-03-24,2025-10-31,NORM,1100500
83111,1000500,2012-05-25,2021-07-20,NORM,1100500
83143,1000500,2009-01-06,2025-10-31,NORM,1100500
83332,1000500,1996-10-01,2006-11-30,NORM,1100500
83413,1000500,2000-05-05,2002-05-10,NORM,1100500
83421,1000500,2006-04-03,2013-05-23,NORM,1100500
83435,1000500,1999-12-08,2017-06-16,NORM,1100500
83440,1000500,1998-04-08,2000-12-01,NORM,1100500
83443,1000500,2010-02-16,2025-10-31,NORM,1100500
83462,1000500,1996-05-31,2004-03-24,NORM,1100500
83583,1000500,1999-06-09,2004-11-30,NORM,1100500
83596,1000500,1998-08-11,2008-08-26,NORM,1100500
83597,1000500,2021-12-20,2025-10-31,NORM,1100500
83601,1000500,1988-07-14,2004-12-17,NORM,1100500
83621,1000500,2017-06-19,2025-07-17,NORM,1100500
83630,1000500,2000-11-06,2001-08-31,NORM,1100500
83693,1000500,2000-05-05,2006-01-31,NORM,1100500
83699,1000500,2007-10-29,2012-12-21,NORM,1100500
83862,1000500,2004-04-01,2020-10-06,NORM,1100500
83906,1000500,2008-11-19,2018-11-30,NORM,1100500
83976,1000500,2007-03-29,2013-12-20,NORM,1100500
83981,1000500,2000-12-01,2005-12-01,NORM,1100500
83988,1000500,1996-09-30,1998-03-31,NORM,1100500
84001,1000500,2001-02-07,2007-03-28,NORM,1100500
84020,1000500,1996-11-01,2010-02-26,NORM,1100500
84032,1000500,2005-03-14,2021-09-17,NORM,1100500
84036,1000500,2000-03-16,2007-03-30,NORM,1100500
84129,1000500,2001-06-25,2024-03-15,NORM,1100500
84176,1000500,2005-12-20,2008-06-30,NORM,1100500
84262,1000500,2022-12-22,2025-10-31,NORM,1100500
84342,1000500,2001-06-04,2011-12-16,NORM,1100500
84372,1000500,2000-01-03,2007-09-28,NORM,1100500
84373,1000500,2002-12-12,2025-10-31,NORM,1100500
84375,1000500,1996-12-12,1999-11-04,NORM,1100500
84381,1000500,1996-12-09,2025-10-31,NORM,1100500
84519,1000500,2001-08-30,2009-12-18,NORM,1100500
84761,1000500,2018-03-19,2025-10-31,NORM,1100500
84767,1000500,2017-03-20,2025-10-31,NORM,1100500
84769,1000500,2008-09-30,2025-10-31,NORM,1100500
84788,1000500,2005-11-21,2025-10-31,NORM,1100500
85032,1000500,2000-07-06,2011-03-31,NORM,1100500
85035,1000500,2015-06-12,2024-12-20,NORM,1100500
85058,1000500,2006-04-03,2025-10-31,NORM,1100500
85072,1000500,2007-02-02,2025-10-31,NORM,1100500
85073,1000500,1997-06-11,2005-09-30,NORM,1100500
85238,1000500,2001-10-10,2007-02-09,NORM,1100500
85257,1000500,2013-09-23,2025-10-31,NORM,1100500
85265,1000500,2015-03-23,2021-03-19,NORM,1100500
85269,1000500,2004-04-29,2025-10-31,NORM,1100500
85271,1000500,2007-07-09,2009-03-03,NORM,1100500
85348,1000500,1997-10-07,2025-10-31,NORM,1100500
85459,1000500,2007-03-02,2025-10-31,NORM,1100500
85516,1000500,2000-10-23,2005-03-11,NORM,1100500
85522,1000500,2001-01-02,2006-05-17,NORM,1100500
85592,1000500,2011-06-03,2025-10-31,NORM,1100500
85593,1000500,2014-07-01,2019-12-20,NORM,1100500
85599,1000500,2000-07-17,2001-06-01,NORM,1100500
85621,1000500,2016-09-06,2025-10-31,NORM,1100500
85631,1000500,1989-12-21,2025-10-31,NORM,1100500
85663,1000500,2014-09-22,2025-10-31,NORM,1100500
85675,1000500,2016-12-02,2018-10-10,NORM,1100500
85753,1000500,2006-02-01,2025-10-31,NORM,1100500
85792,1000500,2009-07-01,2025-10-31,NORM,1100500
85869,1000500,1996-07-22,1999-08-06,NORM,1100500
85908,1000500,1998-04-01,2000-12-08,NORM,1100500
85913,1000500,1998-05-21,2025-10-31,NORM,1100500
85914,1000500,1999-06-30,2025-10-31,NORM,1100500
85926,1000500,1998-04-01,2023-12-15,NORM,1100500
85963,1000500,2000-07-03,2016-01-29,NORM,1100500
85991,1000500,2014-11-05,2017-10-12,NORM,1100500
86021,1000500,2004-12-01,2019-06-28,NORM,1100500
86041,1000500,2000-01-06,2000-10-02,NORM,1100500
86102,1000500,2003-04-16,2012-12-31,NORM,1100500
86111,1000500,2007-11-19,2025-10-31,NORM,1100500
86136,1000500,1998-06-30,2025-10-31,NORM,1100500
86158,1000500,2006-11-17,2025-10-31,NORM,1100500
86176,1000500,2000-10-03,2010-12-17,NORM,1100500
86228,1000500,2008-12-05,2025-10-31,NORM,1100500
86239,1000500,1957-03-01,1972-01-19,NORM,1100500
86288,1000500,2022-09-19,2025-10-31,NORM,1100500
86305,1000500,2000-06-13,2009-12-18,NORM,1100500
86314,1000500,2001-09-04,2018-09-14,NORM,1100500
86326,1000500,1999-09-29,2001-10-09,NORM,1100500
86339,1000500,2012-03-14,2025-10-31,NORM,1100500
86356,1000500,2002-07-22,2025-10-31,NORM,1100500
86414,1000500,1998-11-24,2004-04-22,NORM,1100500
86496,1000500,2000-01-31,2002-06-25,NORM,1100500
86580,1000500,2001-11-30,2025-10-31,NORM,1100500
86591,1000500,1999-05-28,2005-10-10,NORM,1100500
86725,1000500,2008-11-24,2014-01-23,NORM,1100500
86756,1000500,2001-05-14,2010-02-26,NORM,1100500
86783,1000500,2009-11-06,2025-10-31,NORM,1100500
86799,1000500,2006-06-28,2016-03-03,NORM,1100500
86845,1000500,2006-06-06,2008-03-28,NORM,1100500
86868,1000500,2002-07-22,2025-10-31,NORM,1100500
86946,1000500,2002-09-04,2017-07-25,NORM,1100500
86964,1000500,2010-12-20,2025-10-31,NORM,1100500
86976,1000500,1997-01-15,2002-07-24,NORM,1100500
86979,1000500,2006-06-02,2025-07-08,NORM,1100500
86996,1000500,2017-09-01,2025-10-31,NORM,1100500
87029,1000500,1999-08-09,2002-08-30,NORM,1100500
87034,1000500,2024-12-23,2025-10-31,NORM,1100500
87055,1000500,1993-10-22,2025-10-31,NORM,1100500
87070,1000500,2007-02-15,2015-11-02,NORM,1100500
87127,1000500,1989-08-24,1999-10-15,NORM,1100500
87137,1000500,2000-08-30,2025-10-31,NORM,1100500
87184,1000500,2009-07-27,2019-07-12,NORM,1100500
87267,1000500,2011-04-04,2025-10-31,NORM,1100500
87292,1000500,1999-11-05,2010-11-16,NORM,1100500
87299,1000500,2007-07-12,2025-10-31,NORM,1100500
87356,1000500,2025-03-24,2025-10-31,NORM,1100500
87432,1000500,2000-06-05,2025-10-31,NORM,1100500
87445,1000500,2020-06-22,2025-10-31,NORM,1100500
